rule_id,entity_id,entity_origin,target_origin,compound_name,synonyms,compound_class,subclass,formula,exact_mass,ion_mode,adduct,reported_precursor_mz,reported_fragments,reported_neutral_losses,literature_status,derivation_id,evidence_ids,review_status,review_note
cmp_d6d2d4d74d9061,entity_d6d2d4d74d906145,reported,reported,2′ -O-apiosyl-phyllocactin,,betalain,,C32H36N2O20,768.18614156054,positive,[M+H]+,769.1934,253.09;194.04;166.05;178.05;176.07;150.05;138.05,,reported,,chunk_3d6daf77c2b9a1be6234,candidate,Structured compound record mined from local corpus text.
cmp_baa07cd6acafcf,entity_baa07cd6acafcf7e,reported,reported,2′ -O-apiosyl-isophyllocactin,,betalain,,C32H36N2O20,768.18614156054,positive,[M+H]+,769.1934,253.09;194.04;166.05;178.05;176.07;150.05;138.05,,reported,,chunk_3d6daf77c2b9a1be6234,candidate,Structured compound record mined from local corpus text.
cmp_b2202b3e1dc518,entity_b2202b3e1dc51890,reported,reported,17-decarboxy-2′ -O-β-apiosyl-phyllocactin,,betalain,,C31H36N2O18,724.1963123214,positive,[M+H]+,725.2036,345.1;299.1;297.08;281.09;255.11;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06,,reported,,chunk_80c635179fa0acdc6029,candidate,Structured compound record mined from local corpus text.
cmp_3b3c2901f130e7,entity_3b3c2901f130e74e,reported,reported,17-decarboxy-2′ -O-β-apiosyl-isophyllocactin,,betalain,,C31H36N2O18,724.1963123214,positive,[M+H]+,725.2036,345.1;299.1;297.08;281.09;255.11;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06,,reported,,chunk_e07279178443fe78833a,candidate,Structured compound record mined from local corpus text.
cmp_6d750884c834b5,entity_6d750884c834b511,reported,reported,Gomphrenin-I,,betalain,,C24H26N2O13,550.14348890125,positive,[M+H]+,551.1508,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;343.09;299.1;297.08;281.09;269.09;255.08;522.15;521.14;519.16;518.15;517.15;516.14;515.13;514.12;513.11;511.16;509.14;508.13;507.16;506.15;505.15;504.14;503.13;501.15;499.13;497.12;495.1;493.15;491.17;490.16;489.15;488.14;487.13;486.13;485.12;483.14;481.15;479.13;478.12;477.15;475.13;473.16;471.14;469.12;465.15;463.13;462.13;461.12;460.11;459.14;457.12;447.14;445.12;443.11;427.11;425.1;389.1;388.09;387.08;386.07;382.11;375.12;374.11;373.1;372.1;371.09;370.08;369.07;368.1;366.12;364.1;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;352.1;351.06;349.1;347.09;345.11;344.1;343.13;342.09;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;328.1;327.1;326.1;325.09;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.09;312.11;311.1;310.09;309.1;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;296.09;294.1;288.11;287.1;286.09;285.1;283.07;281.08;280.07;279.09;273.1;271.08;270.07;269.1;268.08;267.09;265.08;264.07;263.07;262.06;257.1;255.09;254.08;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;193.04;191.06;182.08;181.05;180.04;179.03;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_e07279178443fe78833a;chunk_900e439c7fe279d444bd,candidate,Structured compound record mined from local corpus text.
cmp_5852279f94c7db,entity_5852279f94c7db4d,reported,reported,2-decarboxy-xangomphrenin,,betalain,,C23H24N2O11,504.13800959765,positive,[M+H]+,505.1453,343.09;299.1;297.08;281.09;269.09;255.08;253.09;194.04;178.05;176.07;150.05;138.05;132.04;106.06,,reported,,chunk_84eaa72ce61bc4c99b59,candidate,Structured compound record mined from local corpus text.
cmp_5af0827aa3d8d6,entity_5af0827aa3d8d653,reported,reported,Isogomphrenin-I,,betalain,,C24H26N2O13,550.14348890125,positive,[M+H]+,551.1508,253.09;194.04;166.05;178.05;176.07;150.05;138.05;522.15;521.14;519.16;518.15;517.15;516.14;515.13;514.12;513.11;511.16;509.14;508.13;507.16;506.15;505.15;504.14;503.13;501.15;499.13;497.12;495.1;493.15;491.17;490.16;489.15;488.14;487.13;486.13;485.12;483.14;481.15;479.13;478.12;477.15;475.13;473.16;471.14;469.12;465.15;463.13;462.13;461.12;460.11;459.14;457.12;447.14;445.12;443.11;427.11;425.1;389.1;388.09;387.08;386.07;382.11;375.12;374.11;373.1;372.1;371.09;370.08;369.07;368.1;366.12;364.1;361.1;360.1;359.12;358.11;357.11;356.1;355.09;354.08;353.08;352.1;351.06;349.1;347.09;345.11;344.1;343.13;342.09;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;328.1;327.1;326.1;325.09;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.09;312.11;311.1;310.09;309.1;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;297.1;296.09;294.1;288.11;287.1;286.09;285.1;283.07;281.08;280.07;279.09;273.1;271.08;270.07;269.1;268.08;267.09;265.08;264.07;263.07;262.06;257.1;255.09;254.08;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;193.04;191.06;182.08;181.05;180.04;179.03;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_84eaa72ce61bc4c99b59;chunk_a776801f122110e2bd67,candidate,Structured compound record mined from local corpus text.
cmp_7a3876219d2049,entity_7a3876219d204932,reported,reported,Neogomphrenin,,betalain,,C24H24N2O13,548.12783883679,positive,[M+H]+,549.1351,255.08;253.09;194.04;178.05;176.07;166.05;150.05;132.04;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11;520.13;519.12;517.15;516.14;515.13;514.12;513.11;512.11;511.1;509.14;507.12;506.12;505.15;504.14;503.13;502.12;501.11;499.13;497.12;495.1;493.09;491.13;490.12;489.15;488.14;487.13;485.12;484.11;483.1;479.13;477.11;476.11;473.12;471.14;469.12;467.11;461.12;459.1;458.1;455.11;451.11;443.11;441.09;433.12;423.08;417.09;387.08;386.07;385.07;384.06;373.1;372.1;371.09;370.08;369.07;368.06;367.06;359.09;358.08;357.11;356.1;355.09;354.08;353.08;352.07;351.09;350.09;347.09;345.07;342.09;341.11;340.1;339.1;338.09;337.08;336.07;334.09;333.07;332.06;329.08;328.07;327.1;326.1;325.09;324.08;323.08;322.09;321.08;320.08;319.07;317.08;315.06;314.05;313.09;312.07;311.1;310.09;309.1;308.09;307.08;306.07;303.1;302.07;301.08;299.07;298.09;297.1;296.09;295.07;294.1;293.09;285.1;283.07;281.1;279.06;278.05;277.05;276.09;273.1;271.08;270.07;269.1;267.09;265.05;264.04;263.07;262.06;261.05;257.1;255.09;254.08;253.07;252.06;251.09;249.05;247.03;239.09;237.08;235.06;233.06;221.06;209.06;207.05;206.03;193.04;192.03;191.06;190.05;181.05;180.04;179.03;177.04;176.03;175.06;165.05;164.05;163.04;162.03;149.06;148.05;147.04;146.04;145.05;141.05;139.04;136.08;135.04;134.06;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04;105.03,,reported,,chunk_8bb4ed9858049c6da420;chunk_e4357519d671b02db61f,candidate,Structured compound record mined from local corpus text.
cmp_38dad61d99f346,entity_38dad61d99f34623,reported,reported,Gomphrenin-IV,,betalain,,C35H36N2O17,756.20139770183,positive,[M+H]+,757.2087,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11;728.21;727.2;725.22;724.21;723.2;722.2;721.19;720.18;719.17;717.21;715.2;714.19;713.22;712.21;711.2;710.2;709.19;707.21;705.19;703.18;701.16;699.2;697.22;696.22;695.21;694.2;693.19;692.18;691.18;689.2;687.2;685.19;684.18;683.21;681.19;679.21;677.2;675.18;671.21;669.19;668.18;667.18;666.17;665.2;663.18;653.2;651.18;649.17;633.17;631.16;588.17;575.16;574.16;572.18;570.16;564.17;563.16;562.16;561.15;559.17;558.16;557.15;549.16;548.15;547.14;546.16;545.15;544.14;543.14;536.18;534.16;533.14;532.16;531.12;530.14;528.15;526.13;519.15;518.17;517.15;516.15;515.13;514.15;513.11;512.13;506.17;505.15;504.14;503.15;502.15;501.15;500.16;499.13;497.12;495.1;494.17;493.15;492.15;491.15;489.15;488.14;487.13;486.13;485.14;483.14;481.12;479.15;477.14;476.13;475.16;474.14;473.14;471.14;469.12;463.16;461.12;460.14;459.13;458.12;457.15;455.13;447.14;445.12;443.11;441.12;427.11;425.1;389.1;388.09;387.08;386.07;375.12;374.11;373.1;372.1;371.09;370.08;369.07;364.1;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;294.1;287.1;285.09;283.07;281.08;280.07;279.09;268.08;267.09;265.08;264.07;263.07;262.06;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;193.04;191.06;182.08;181.05;180.04;179.03;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_8bb4ed9858049c6da420;chunk_15fc5c258ac091c099d7,candidate,Structured compound record mined from local corpus text.
cmp_4150bbb9249918,entity_4150bbb92499186a,reported,reported,Isogomphrenin-IV,,betalain,,C35H36N2O17,756.20139770183,positive,[M+H]+,757.2087,253.09;194.04;166.05;178.05;176.07;150.05;138.05;728.21;727.2;725.22;724.21;723.2;722.2;721.19;720.18;719.17;717.21;715.2;714.19;713.22;712.21;711.2;710.2;709.19;707.21;705.19;703.18;701.16;699.2;697.22;696.22;695.21;694.2;693.19;692.18;691.18;689.2;687.2;685.19;684.18;683.21;681.19;679.21;677.2;675.18;671.21;669.19;668.18;667.18;666.17;665.2;663.18;653.2;651.18;649.17;633.17;631.16;588.17;575.16;574.16;572.18;570.16;564.17;563.16;562.16;561.15;559.17;558.16;557.15;549.16;548.15;547.14;546.16;545.15;544.14;543.14;536.18;534.16;533.14;532.16;531.12;530.14;528.15;526.13;519.15;518.17;517.15;516.15;515.13;514.15;513.11;512.13;506.17;505.15;504.14;503.15;502.15;501.15;500.16;499.13;497.12;495.1;494.17;493.15;492.15;491.15;489.15;488.14;487.13;486.13;485.14;483.14;481.12;479.15;477.14;476.13;475.16;474.14;473.14;471.14;469.12;463.16;461.12;460.14;459.13;458.12;457.15;455.13;447.14;445.12;443.11;441.12;427.11;425.1;389.1;388.09;387.08;386.07;375.12;374.11;373.1;372.1;371.09;370.08;369.07;364.1;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;294.1;287.1;285.09;283.07;281.08;280.07;279.09;268.08;267.09;265.08;264.07;263.07;262.06;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;193.04;191.06;182.08;181.05;180.04;179.03;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_e1d11a9376eec8f8da18;chunk_c78ef3bf228a8fa9624e,candidate,Structured compound record mined from local corpus text.
cmp_28c980d8e89e6e,entity_28c980d8e89e6ea7,reported,reported,Gomphrenin-III,,betalain,,C34H34N2O16,726.1908330178,positive,[M+H]+,727.1981,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11;698.2;697.19;695.21;694.2;693.19;692.18;691.18;690.17;689.16;687.2;685.19;684.18;683.21;682.2;681.19;680.18;679.18;677.2;675.18;673.17;671.15;669.19;667.21;666.21;665.2;664.19;663.18;662.17;661.17;659.19;657.19;655.18;654.17;653.2;651.18;649.2;647.19;645.17;641.2;639.18;638.17;637.17;636.16;635.19;633.17;623.19;621.17;619.16;603.16;601.15;558.16;545.15;544.14;542.17;540.15;534.16;533.14;532.14;531.14;529.16;528.15;527.14;519.15;518.14;517.15;516.15;515.13;514.13;513.11;506.17;505.15;504.14;503.13;502.15;501.14;500.13;499.13;498.14;497.12;496.12;495.1;493.15;491.13;489.15;488.16;487.13;486.14;485.14;484.14;483.13;482.12;481.12;479.11;476.16;475.13;474.14;473.14;472.14;471.14;470.14;469.12;464.16;463.13;462.14;461.14;460.11;459.14;457.15;455.13;449.14;447.13;446.12;445.15;444.13;443.13;433.15;431.13;430.13;429.12;428.11;427.14;425.12;415.14;413.12;411.11;389.1;388.09;387.08;386.07;375.12;374.11;373.1;372.1;371.09;370.08;369.07;364.1;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;294.1;287.1;285.09;283.07;281.08;280.07;279.09;268.08;267.09;265.08;264.07;263.07;262.06;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;193.04;191.06;182.08;181.05;180.04;179.03;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_e1d11a9376eec8f8da18;chunk_6fc0f8c91301e90b9c0a,candidate,Structured compound record mined from local corpus text.
cmp_e4d4e581c69a23,entity_e4d4e581c69a237d,reported,reported,Isogomphrenin-III,,betalain,,C34H34N2O16,726.1908330178,positive,[M+H]+,727.1981,253.09;194.04;166.05;178.05;176.07;150.05;138.05;698.2;697.19;695.21;694.2;693.19;692.18;691.18;690.17;689.16;687.2;685.19;684.18;683.21;682.2;681.19;680.18;679.18;677.2;675.18;673.17;671.15;669.19;667.21;666.21;665.2;664.19;663.18;662.17;661.17;659.19;657.19;655.18;654.17;653.2;651.18;649.2;647.19;645.17;641.2;639.18;638.17;637.17;636.16;635.19;633.17;623.19;621.17;619.16;603.16;601.15;558.16;545.15;544.14;542.17;540.15;534.16;533.14;532.14;531.14;529.16;528.15;527.14;519.15;518.14;517.15;516.15;515.13;514.13;513.11;506.17;505.15;504.14;503.13;502.15;501.14;500.13;499.13;498.14;497.12;496.12;495.1;493.15;491.13;489.15;488.16;487.13;486.14;485.14;484.14;483.13;482.12;481.12;479.11;476.16;475.13;474.14;473.14;472.14;471.14;470.14;469.12;464.16;463.13;462.14;461.14;460.11;459.14;457.15;455.13;449.14;447.13;446.12;445.15;444.13;443.13;433.15;431.13;430.13;429.12;428.11;427.14;425.12;415.14;413.12;411.11;389.1;388.09;387.08;386.07;375.12;374.11;373.1;372.1;371.09;370.08;369.07;364.1;361.1;360.1;359.12;358.12;357.11;356.1;355.09;354.08;353.08;351.06;349.1;347.09;345.11;344.1;343.13;342.08;341.11;340.1;339.1;338.09;337.08;336.07;335.09;334.08;331.09;330.08;329.11;327.1;326.09;325.12;324.08;323.1;322.09;320.08;319.09;317.08;316.07;315.1;314.09;313.08;312.07;310.09;308.09;307.08;306.07;303.1;301.08;300.07;299.07;298.06;296.08;294.1;287.1;285.09;283.07;281.08;280.07;279.09;268.08;267.09;265.08;264.07;263.07;262.06;255.09;253.07;252.06;251.07;249.08;247.07;245.06;239.09;237.08;235.07;233.06;223.07;220.06;211.07;209.06;208.05;207.05;205.06;196.06;195.05;193.04;191.06;182.08;181.05;180.04;179.03;177.04;176.03;175.06;166.09;165.05;164.05;163.04;162.03;149.06;148.05;147.04;139.04;135.04;124.04;123.04;122.04;121.03;119.05;118.04;111.04;110.06;109.03;108.02;107.05;106.04,,reported,,chunk_e0affcc4697ee3ef6423;chunk_e17fc0a194035eb28d72,candidate,Structured compound record mined from local corpus text.
cmp_fbb7032a34f8e9,entity_fbb7032a34f8e9a9,reported,reported,IV,,betalain,,C35H34N2O17,754.18574763737,positive,[M+H]+,755.193,255.08;253.09;194.04;178.05;176.07;166.05;150.05;132.04,,reported,,chunk_e0affcc4697ee3ef6423,candidate,Structured compound record mined from local corpus text.
cmp_c380edf31d6c2b,entity_c380edf31d6c2ba6,reported,reported,Neogomphrenin-III,,betalain,,C34H32N2O16,724.17518295334,positive,[M+H]+,725.1825,255.08;253.09;194.04;178.05;176.07;166.05;150.05;132.04,,reported,,chunk_1db6192d8975db4fa5f0,candidate,Structured compound record mined from local corpus text.
cmp_33ccc9f7daba42,entity_33ccc9f7daba42be,reported,reported,Glabranin,,betalain,,C30H36N2O18,712.1963123214,positive,[M+H]+,713.2036,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11,,reported,,chunk_1db6192d8975db4fa5f0,candidate,Structured compound record mined from local corpus text.
cmp_9b7cacca8d3e42,entity_9b7cacca8d3e421a,reported,reported,Coumglabranin,,betalain,,C39H42N2O20,858.23309175392,positive,[M+H]+,859.2403,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11,,reported,,chunk_dc90cc1a8de65411bafa,candidate,Structured compound record mined from local corpus text.
cmp_9b97f570ec4baf,entity_9b97f570ec4baf8a,reported,reported,Isocoumglabranin,,betalain,,C39H42N2O20,858.23309175392,positive,[M+H]+,859.2403,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;387.07;341.07;313.08;299.1;299.06;287.08;281.09;269.09,,reported,,chunk_dc90cc1a8de65411bafa,candidate,Structured compound record mined from local corpus text.
cmp_c6cd53cbefd6fd,entity_c6cd53cbefd6fde6,reported,reported,Neocoumglabranin * 11.29,,betalain,,C39H40N2O20,856.21744168946,positive,[M+H]+,857.2247,255.08;253.09;194.04;178.05;176.07;166.05;150.05;132.04;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11,,reported,,chunk_6b1b8212cd2bb29fb86d,candidate,Structured compound record mined from local corpus text.
cmp_56b5d346562009,entity_56b5d34656200943,reported,reported,Unknown-1,,betalain,,C35H42N2O21,826.22800637349,positive,[M+H]+,827.2353,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;389.09;345.1;343.09;299.1;297.08;281.09;269.09;255.11,,reported,,chunk_6b1b8212cd2bb29fb86d,candidate,Structured compound record mined from local corpus text.
cmp_05743ad8527f57,entity_05743ad8527f57ce,reported,reported,Unknown-2,,betalain,,C35H42N2O21,826.22800637349,positive,[M+H]+,827.2353,253.09;194.04;166.05;178.05;176.07;150.05;138.05;132.04;106.6;345.1;299.1;297.08;281.09;255.11,,reported,,chunk_c3998fef0fa1497a4594,candidate,Structured compound record mined from local corpus text.
cmp_669a876f234004,entity_669a876f2340049f,reported,reported,Unknown-3,,betalain,,C34H42N2O19,782.2381771343499,positive,[M+H]+,783.2455,176.07;150.05;138.05;132.04;106.06;345.1;299.1;297.08;281.09;255.11;253.09;194.04;178.05,,reported,,chunk_c3998fef0fa1497a4594,candidate,Structured compound record mined from local corpus text.
cmp_e7ab4374c6ddf7,entity_e7ab4374c6ddf72f,reported,reported,Unknown-4,,betalain,,C34H42N2O19,782.2381771343499,positive,[M+H]+,783.2455,176.07;150.05;138.05;132.04;106.06;287.12;261.13;256.89;211.07;194.04;166.05,,reported,,chunk_5d01d8e3c4896447d285,candidate,Structured compound record mined from local corpus text.
cmp_cd4afeabea201f,entity_cd4afeabea201f80,reported,reported,Histamine-bx,,betalain,,C14H16N4O4,304.11715501168,positive,[M+H]+,305.1244,132.04;130.05;106.06;285.1;284.09;279.12;278.11;277.13;276.12;275.11;274.12;273.13;272.1;271.12;270.09;269.1;268.1;266.11;265.13;264.1;263.11;262.12;261.13;260.13;259.12;258.09;257.1;251.11;249.13;248.13;247.12;246.11;245.14;244.11;243.12;242.12;241.11;239.09;237.09;236.08;235.12;234.11;233.1;232.11;231.09;230.09;229.06;228.11;227.09;224.08;223.07;222.06;221.09;220.11;219.08;218.09;217.14;216.14;215.13;214.1;213.09;212.08;211.07;210.06;209.06;208.08;207.08;206.07;205.06;204.11;203.13;202.1;201.11;200.08;199.1;198.09;197.09;196.06;195.08;194.04;193.06;192.05;191.05;190.04;189.11;188.12;187.1;186.1;184.06;183.05;182.04;181.06;180.07;179.08;178.05;177.07;176.03;175.05;174.1;170.04;169.05;168.03;167.08;166.07;165.07;164.03;163.05;162.1;161.09;160.09;158.04;157.04;156.03;154.05;153.07;152.07;151.09;150.1;149.07;148.09;147.08;146.07;145.04;144.03;143.02;142.05;141.07;140.03;139.05;138.05;137.03;136.09;135.08;134.06;133.08;132.03;129.04;128.03;126.02;125.05;124.09;123.08;122.07;121.06;120.06;119.06;116.03;115.03;114.05;113.05;112.09;111.03;110.07;109.06;108.06;107.05;106.07;105.03;102.02;100;150.05;323.08;277.08;249.08;233.09;231.07,,reported,,chunk_5d01d8e3c4896447d285;chunk_48e4aa2b7a69f450ca8c;chunk_322674a96e060c9e21ce,candidate,Structured compound record mined from local corpus text.
cmp_1356f15e59ac55,entity_1356f15e59ac5523,reported,reported,Glutamine-bx,,betalain,,C14H17N3O7,339.10664989819,positive,[M+H]+,340.1139,150.05;138.05;132.04;130.05;106.06;269.09;267.09;211.07;194.04;166.05,,reported,,chunk_cb7c25169d2b54cb1dfb;chunk_f4312eb668b32f3afe54,candidate,Structured compound record mined from local corpus text.
cmp_ceb4c3a577a0ee,entity_ceb4c3a577a0ee69,reported,reported,Threonine-bx,,betalain,,C13H16N2O7,312.09575086153,positive,[M+H]+,313.103,130.05;106.06;255.09;253.09;211.07;194.04;166.05;150.05;138.05;132.04;292.07;287.09;285.11;284.1;283.09;282.08;281.11;280.11;279.1;278.09;277.08;276.07;275.07;273.11;271.09;270.08;269.08;268.07;267.06;266.09;265.08;264.07;263.1;262.07;261.09;260.08;259.07;258.06;257.11;256.11;255.1;254.09;253.08;252.11;251.07;250.09;249.09;248.08;247.07;245.06;243.1;242.09;241.08;240.09;239.07;238.09;237.05;236.08;235.07;234.1;233.06;232.08;231.08;230.07;229.06;228.09;227.1;226.07;225.09;224.08;223.07;222.06;221.06;219.08;217.06;215.08;213.09;212.08;210.06;209.06;208.05;207.08;206.07;205.06;204.05;198.08;197.09;196.06;195.08;193.06;192.05;191.05;190.04;184.06;183.05;182.04;181.06;180.07;179.08;178.05;177.07;176.03;175.05;170.04;169.07;168.03;167.08;166.07;165.07;164.03;163.05;158.04;157.04;156.07;155.06;154.05;153.07;152.07;151.06;150.02;149.07;147.06;144.07;143.06;142.05;141.07;140.03;139.05;137.05;136.04;134.06;132.07;131.06;129.04;128.03;126.05;125.05;124.04;123.04;121.05;120.07;119.06;118.05;117.04;116.03;115.06;114.05;113.05;112.04;111.03;110.06;108.04;105.05;104.07;103.04;102.03;101.02;100.04;62;311;318;65;675;689;135,,reported,,chunk_cb7c25169d2b54cb1dfb;chunk_561f5b4fa06bda5f1c35;chunk_f4312eb668b32f3afe54,candidate,Structured compound record mined from local corpus text.
